artifact_prefix,split,fold,horizon,issue_start,issue_end,target_date,target_day_name,target_month,target_year,open_store_count,open_row_count,target_total_customers,mean_target_customers,total_abs_error,mae,rmse,mean_signed_error,daily_wape,promo_rate_target,schoolholiday_rate_target,stateholiday_rate_target,stateholiday_code,has_promo_heavy_target,has_schoolholiday_signal,has_stateholiday_signal,daily_wape_rank,daily_wape_p90_cutoff,is_top_decile_spike
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-12,Friday,12,2014,922,922,703697.0,763.2288503253797,48226.879316854756,52.30681053888802,73.67874784750153,-8.481811594021853,6.853358663864527,0.0,0.0,0.0,0,0,0,0,6,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-22,Saturday,11,2014,922,922,621298.0,673.8590021691974,42012.05817399102,45.56622361604232,72.03946721168047,16.514344655646823,6.7619818789036845,0.0,0.0,0.0,0,0,0,0,7,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-20,Saturday,12,2014,922,922,806180.0,874.3817787418656,54111.31033076341,58.689056757877886,79.39735215477174,1.4356189238407662,6.7120631038680445,0.0,0.0,0.0,0,0,0,0,8,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-15,Saturday,11,2014,922,922,623757.0,676.5260303687636,40631.78164878092,44.06917749325479,63.62139388349278,3.1039621377291144,6.51404018692871,0.0,0.0,0.0,0,0,0,0,9,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-23,Sunday,11,2014,16,16,35099.0,2193.6875,2258.216111601787,141.13850697511168,179.27082982630498,132.3185398211112,6.433847436114382,0.0,0.0,0.0,0,0,0,0,10,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-05,Friday,12,2014,922,922,949824.0,1030.177874186551,58635.36623440681,63.59584190282734,89.28569741980773,40.54485532457731,6.17328749688435,1.0,0.0,0.0,0,1,0,0,11,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-07,Sunday,12,2014,16,16,34630.0,2164.375,2100.9585650246654,131.3099103140416,156.92923252501285,-17.396531333154215,6.066874285372987,0.0,0.0,0.0,0,0,0,0,12,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-18,Tuesday,11,2014,922,922,640280.0,694.4468546637744,36089.07811173501,39.14216714938721,54.90071371018828,-8.821881681257727,5.636452506986789,0.0,0.0,0.0,0,0,0,0,13,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-11-30,Sunday,11,2014,17,17,38606.0,2270.9411764705883,2161.4089773516994,127.14170455009996,171.07579089087545,-52.81526472535887,5.598634868548151,0.0,0.0,0.0,0,0,0,0,14,6.948420075833924,0
lightgbm,val,1,1,2014-11-08,2014-12-19,2014-12-11,Thursday,12,2014,922,922,685954.0,743.9848156182212,38257.88422716573,41.49445143944222,57.74423177567794,-8.54924165950406,5.577325043248633,0.0,0.0,0.0,0,0,0,0,15,6.948420075833924,0
lightgbm,val,1,7,2014-11-08,2014-12-19,2014-12-24,Wednesday,12,2014,922,922,493225.0,534.9511930585684,76385.6609754851,82.84778847666496,110.56538194274371,-3.7581088579501163,15.486980784730111,0.0,1.0,0.0,0,0,1,0,1,10.358068807159691,1
