artifact_prefix,split,fold,horizon,target_date,target_day_name,daily_wape,total_abs_error,target_total_customers,mean_signed_error,promo_rate_target,schoolholiday_rate_target,stateholiday_code
autogluon,val,1,7,2014-12-18,Thursday,3.667032297712197,34812.16437122525,949328.0,13.039554896823143,1.0,0.0,0
autogluon,val,1,7,2014-12-19,Friday,4.353966086551164,39978.33430501712,918205.0,-2.1893018467062135,1.0,0.0,0
autogluon,val,1,7,2014-12-20,Saturday,5.418481565621917,43682.714685730774,806180.0,5.570906379046047,0.0,0.0,0
autogluon,val,1,7,2014-12-21,Sunday,4.800325733872332,1930.9790297074842,40226.0,19.193085425172622,0.0,0.0,0
autogluon,val,1,7,2014-12-22,Monday,5.735538444745326,63881.68157757562,1113787.0,4.895332056775271,0.0,1.0,0
autogluon,val,1,7,2014-12-23,Tuesday,5.4381427225070045,60593.58080127147,1114233.0,16.215945302381755,0.0,1.0,0
autogluon,val,1,7,2014-12-24,Wednesday,9.658151691119508,47636.4186785242,493225.0,5.309732927531898,0.0,1.0,0
autogluon,val,1,7,2014-12-25,Thursday,4.541392464586945,1110.4158715161539,24451.0,35.51810257564651,0.0,1.0,c
autogluon,val,1,7,2014-12-26,Friday,6.048717267439644,1946.4772166620774,32180.0,-30.2712625214958,0.0,1.0,c
autogluon,val,1,14,2014-11-22,Saturday,5.446688888586943,33840.1691310129,621298.0,5.69230742425565,0.0,0.0,0
autogluon,val,1,14,2014-11-23,Sunday,5.101706747354029,1790.6480512537905,35099.0,39.40265746490508,0.0,0.0,0
autogluon,val,1,14,2014-11-24,Monday,4.128982918233303,36262.255711604615,878237.0,-2.031847029819603,1.0,0.0,0
